geoid,lon,lat,call_count,geoid_2020
420030806002,-79.9397436828786,40.4582872415778,1129,420030806002
420030807001,-79.9335963182531,40.4628008263314,611,420030807001
420030807002,-79.9351082008905,40.4593044417836,668,420030807002
420030809001,-79.9463575070189,40.4623860456779,3239,420030809001
420030809002,-79.9413099704386,40.4638536082158,3708,420030806001
420030901001,-79.9598485839436,40.4761803804053,2139,420030901001
420030901002,-79.9639700319174,40.4744944806125,382,420030901002
420030902001,-79.9592954275246,40.4694715089342,1182,420030902001
420030902002,-79.9555825526762,40.4692839006625,5889,420030902002
420030902003,-79.9570610552344,40.4664731842548,3237,420030902003
420030903001,-79.9511005802046,40.4645942225398,1568,420030903001
420030903002,-79.9556073830501,40.4640279476354,794,420030903002
420031005001,-79.934307702818,40.476023847454,1613,420031005001
420031005002,-79.9393716695625,40.4781322040634,1245,420031005002
420031011001,-79.9516935665256,40.4796465251661,1073,420031011001
420031011002,-79.9499609894421,40.4851443761309,851,420031011002
420031011003,-79.9477772502332,40.4818180019287,698,420031011003
420031014001,-79.9259144496216,40.487749094602,1260,420031018002
420031014002,-79.928432016755,40.4845032156821,443,420031014002
420031014003,-79.9299743520258,40.4750412653485,556,420031014003
420031014004,-79.9300831687549,40.4799253156455,347,420031014004
420031016001,-79.9393339293673,40.4703818171228,1804,420031019001
420031017001,-79.9381956827287,40.4664332171053,1227,420031019003
420031017002,-79.9433733438057,40.4672503043035,1275,420031019002
420031018001,-79.9336478519231,40.4829489832747,710,420031018001
420031018002,-79.9385859386471,40.4847944055537,1234,420031018002
420031102001,-79.9195895246551,40.4780288931715,459,420031102001
420031102002,-79.9213125775565,40.4757865852129,502,420031102002
420031102003,-79.926120712053,40.4765191866991,872,420031102003
420031102004,-79.9227510224386,40.4725754262086,1077,420031102004
420031106001,-79.9137589103587,40.4715293675782,469,420031106001
420031106002,-79.9162686745468,40.4752921086615,320,420031106002
420031106003,-79.9182001393363,40.4707126658588,401,420031106003
420031113001,-79.9294165949606,40.4710555664347,967,420031113001
420031113002,-79.9238138764237,40.4691227903577,1639,420031113002
420031113003,-79.9256059647226,40.4680324837675,969,420031113003
420031113004,-79.9196933538802,40.4674292679837,1058,420031113004
420031114001,-79.9302567571514,40.467132915162,816,420031114001
420031114002,-79.9332790762545,40.4669150770626,1480,420031114002
420031115001,-79.9246335744113,40.4652747267277,1906,420031115002
420031115002,-79.9302819038996,40.4613608887144,2971,420031115001
420031115003,-79.9256163701344,40.4617017281422,3824,420031115002
420031115004,-79.9188355225551,40.4612616880712,3851,420031115003
420031203001,-79.903855677616,40.4704348487291,2000,420031203001
