service,priority,call_quarter,call_year,geoid,record_count
EMS,E0,Q4,2021,420030409003,1
EMS,E0,Q4,2021,420030501001,4
EMS,E0,Q4,2021,420030501002,11
EMS,E0,Q4,2021,420030501003,34
EMS,E0,Q4,2021,420030506001,6
EMS,E0,Q4,2021,420030506002,2
EMS,E0,Q4,2021,420030506003,5
EMS,E0,Q4,2021,420030509001,26
EMS,E0,Q4,2021,420030510001,9
EMS,E0,Q4,2021,420030510002,17
EMS,E0,Q4,2021,420030511001,7
EMS,E0,Q4,2021,420030603001,4
EMS,E0,Q4,2021,420030603002,7
EMS,E0,Q4,2021,420030605001,8
EMS,E0,Q4,2021,420030605002,5
EMS,E0,Q4,2021,420030703001,1
EMS,E0,Q4,2021,420030703002,17
EMS,E0,Q4,2021,420030703003,9
EMS,E0,Q4,2021,420030705001,6
EMS,E0,Q4,2021,420030705003,7
EMS,E0,Q4,2021,420030706001,3
EMS,E0,Q4,2021,420030706002,3
EMS,E0,Q4,2021,420030708001,6
EMS,E0,Q4,2021,420030708002,1
EMS,E0,Q4,2021,420030709001,26
EMS,E0,Q4,2021,420030709003,2
EMS,E0,Q4,2021,420030709004,1
EMS,E0,Q4,2021,420030802001,5
EMS,E0,Q4,2021,420030802002,5
EMS,E0,Q4,2021,420030804001,12
EMS,E0,Q4,2021,420030804002,7
EMS,E0,Q4,2021,420030806001,5
EMS,E0,Q4,2021,420030806002,6
EMS,E0,Q4,2021,420030807001,6
EMS,E0,Q4,2021,420030807002,3
EMS,E0,Q4,2021,420030809001,6
EMS,E0,Q4,2021,420030809002,5
EMS,E0,Q4,2021,420030901001,11
EMS,E0,Q4,2021,420030901002,1
EMS,E0,Q4,2021,420030902001,10
EMS,E0,Q4,2021,420030902002,3
EMS,E0,Q4,2021,420030902003,14
EMS,E0,Q4,2021,420030903001,15
EMS,E0,Q4,2021,420030903002,4
EMS,E0,Q4,2021,420031005001,14
EMS,E0,Q4,2021,420031005002,5
EMS,E0,Q4,2021,420031011001,6
EMS,E0,Q4,2021,420031011002,6
EMS,E0,Q4,2021,420031011003,8
EMS,E0,Q4,2021,420031014001,8
EMS,E0,Q4,2021,420031014002,2
EMS,E0,Q4,2021,420031014003,7
EMS,E0,Q4,2021,420031016001,4
EMS,E0,Q4,2021,420031017001,4
EMS,E0,Q4,2021,420031017002,7
EMS,E0,Q4,2021,420031018001,6
EMS,E0,Q4,2021,420031018002,5
EMS,E0,Q4,2021,420031102001,1
EMS,E0,Q4,2021,420031102002,2
EMS,E0,Q4,2021,420031102003,4
EMS,E0,Q4,2021,420031102004,3
EMS,E0,Q4,2021,420031106001,4
EMS,E0,Q4,2021,420031106002,1
EMS,E0,Q4,2021,420031113001,4
EMS,E0,Q4,2021,420031113002,6
EMS,E0,Q4,2021,420031113003,2
EMS,E0,Q4,2021,420031113004,6
EMS,E0,Q4,2021,420031114001,3
EMS,E0,Q4,2021,420031114002,5
EMS,E0,Q4,2021,420031115001,6
EMS,E0,Q4,2021,420031115002,17
EMS,E0,Q4,2021,420031115003,26
EMS,E0,Q4,2021,420031115004,30
EMS,E0,Q4,2021,420031203001,10
EMS,E0,Q4,2021,420031203002,3
EMS,E0,Q4,2021,420031204001,8
EMS,E0,Q4,2021,420031204002,2
EMS,E0,Q4,2021,420031207001,5
EMS,E0,Q4,2021,420031207002,7
EMS,E0,Q4,2021,420031208001,11
EMS,E0,Q4,2021,420031208002,23
EMS,E0,Q4,2021,420031301001,11
EMS,E0,Q4,2021,420031301002,6
EMS,E0,Q4,2021,420031301003,8
EMS,E0,Q4,2021,420031302001,5
EMS,E0,Q4,2021,420031302002,11
EMS,E0,Q4,2021,420031303001,15
EMS,E0,Q4,2021,420031303002,7
EMS,E0,Q4,2021,420031303003,14
EMS,E0,Q4,2021,420031304001,4
EMS,E0,Q4,2021,420031304002,7
EMS,E0,Q4,2021,420031304003,6
EMS,E0,Q4,2021,420031306001,7
EMS,E0,Q4,2021,420031306002,5
EMS,E0,Q4,2021,420031306003,27
EMS,E0,Q4,2021,420031401001,5
EMS,E0,Q4,2021,420031401002,7
EMS,E0,Q4,2021,420031401003,3
EMS,E0,Q4,2021,420031401004,7
EMS,E0,Q4,2021,420031402001,2
EMS,E0,Q4,2021,420031402002,1
EMS,E0,Q4,2021,420031403001,2
EMS,E0,Q4,2021,420031403002,6
EMS,E0,Q4,2021,420031403003,3
EMS,E0,Q4,2021,420031403004,3
EMS,E0,Q4,2021,420031404002,4
EMS,E0,Q4,2021,420031404003,2
EMS,E0,Q4,2021,420031405001,6
EMS,E0,Q4,2021,420031405002,3
EMS,E0,Q4,2021,420031405003,6
EMS,E0,Q4,2021,420031406001,9
EMS,E0,Q4,2021,420031406003,6
EMS,E0,Q4,2021,420031408001,5
EMS,E0,Q4,2021,420031408002,9
EMS,E0,Q4,2021,420031408003,6
EMS,E0,Q4,2021,420031410001,4
EMS,E0,Q4,2021,420031411001,1
EMS,E0,Q4,2021,420031413001,9
EMS,E0,Q4,2021,420031413002,4
EMS,E0,Q4,2021,420031413003,40
EMS,E0,Q4,2021,420031414001,1
EMS,E0,Q4,2021,420031414003,3
EMS,E0,Q4,2021,420031414004,24
EMS,E0,Q4,2021,420031414005,13
EMS,E0,Q4,2021,420031516001,6
EMS,E0,Q4,2021,420031516002,4
EMS,E0,Q4,2021,420031517001,7
EMS,E0,Q4,2021,420031517002,6
EMS,E0,Q4,2021,420031517004,3
EMS,E0,Q4,2021,420031517005,3
EMS,E0,Q4,2021,420031517006,1
EMS,E0,Q4,2021,420031608001,2
EMS,E0,Q4,2021,420031608002,1
EMS,E0,Q4,2021,420031608003,3
EMS,E0,Q4,2021,420031608004,6
EMS,E0,Q4,2021,420031609001,10
EMS,E0,Q4,2021,420031609002,32
EMS,E0,Q4,2021,420031702001,21
EMS,E0,Q4,2021,420031702002,12
EMS,E0,Q4,2021,420031702003,26
EMS,E0,Q4,2021,420031702004,17
EMS,E0,Q4,2021,420031706001,3
EMS,E0,Q4,2021,420031706002,4
EMS,E0,Q4,2021,420031706003,7
EMS,E0,Q4,2021,420031803001,17
EMS,E0,Q4,2021,420031803002,14
EMS,E0,Q4,2021,420031803003,8
EMS,E0,Q4,2021,420031807001,5
EMS,E0,Q4,2021,420031807002,10
EMS,E0,Q4,2021,420031807003,9
EMS,E0,Q4,2021,420031903001,6
EMS,E0,Q4,2021,420031903002,2
EMS,E0,Q4,2021,420031911001,9
EMS,E0,Q4,2021,420031911002,11
EMS,E0,Q4,2021,420031914001,22
EMS,E0,Q4,2021,420031914002,7
EMS,E0,Q4,2021,420031915001,13
EMS,E0,Q4,2021,420031915002,11
EMS,E0,Q4,2021,420031916001,4
EMS,E0,Q4,2021,420031916002,4
EMS,E0,Q4,2021,420031916003,5
EMS,E0,Q4,2021,420031916004,8
EMS,E0,Q4,2021,420031916005,5
EMS,E0,Q4,2021,420031917001,4
EMS,E0,Q4,2021,420031917002,4
EMS,E0,Q4,2021,420031917003,3
EMS,E0,Q4,2021,420031918001,11
EMS,E0,Q4,2021,420031918002,2
EMS,E0,Q4,2021,420031918003,4
EMS,E0,Q4,2021,420031918004,4
EMS,E0,Q4,2021,420031918005,4
EMS,E0,Q4,2021,420031918006,6
EMS,E0,Q4,2021,420031918007,9
EMS,E0,Q4,2021,420031919001,1
EMS,E0,Q4,2021,420031919002,8
EMS,E0,Q4,2021,420031919003,7
EMS,E0,Q4,2021,420031920001,3
EMS,E0,Q4,2021,420031920002,16
EMS,E0,Q4,2021,420031920003,8
EMS,E0,Q4,2021,420031920004,4
EMS,E0,Q4,2021,420031920005,1
EMS,E0,Q4,2021,420032022001,9
EMS,E0,Q4,2021,420032022002,3
EMS,E0,Q4,2021,420032022003,3
EMS,E0,Q4,2021,420032023002,10
EMS,E0,Q4,2021,420032023003,18
EMS,E0,Q4,2021,420032023004,7
EMS,E0,Q4,2021,420032107001,29
EMS,E0,Q4,2021,420032107002,3
EMS,E0,Q4,2021,420032206001,11
EMS,E0,Q4,2021,420032206002,11
EMS,E0,Q4,2021,420032406001,10
EMS,E0,Q4,2021,420032406002,19
EMS,E0,Q4,2021,420032412001,3
EMS,E0,Q4,2021,420032412002,2
EMS,E0,Q4,2021,420032503001,3
EMS,E0,Q4,2021,420032507001,11
EMS,E0,Q4,2021,420032509001,7
EMS,E0,Q4,2021,420032509002,4
EMS,E0,Q4,2021,420032602001,4
EMS,E0,Q4,2021,420032602002,9
EMS,E0,Q4,2021,420032602003,2
EMS,E0,Q4,2021,420032607001,10
EMS,E0,Q4,2021,420032607002,3
EMS,E0,Q4,2021,420032609001,22
EMS,E0,Q4,2021,420032612001,9
EMS,E0,Q4,2021,420032614001,3
EMS,E0,Q4,2021,420032614002,3
EMS,E0,Q4,2021,420032614003,6
EMS,E0,Q4,2021,420032614004,14
EMS,E0,Q4,2021,420032615001,15
EMS,E0,Q4,2021,420032615002,8
EMS,E0,Q4,2021,420032620001,8
EMS,E0,Q4,2021,420032620002,16
EMS,E0,Q4,2021,420032620003,7
EMS,E0,Q4,2021,420032701001,7
EMS,E0,Q4,2021,420032701002,12
EMS,E0,Q4,2021,420032703001,6
EMS,E0,Q4,2021,420032703002,9
EMS,E0,Q4,2021,420032704001,4
EMS,E0,Q4,2021,420032708001,6
EMS,E0,Q4,2021,420032708002,7
EMS,E0,Q4,2021,420032708003,3
EMS,E0,Q4,2021,420032715001,14
EMS,E0,Q4,2021,420032715002,16
EMS,E0,Q4,2021,420032715003,19
EMS,E0,Q4,2021,420032814001,4
EMS,E0,Q4,2021,420032814002,19
EMS,E0,Q4,2021,420032815001,2
EMS,E0,Q4,2021,420032815002,3
EMS,E0,Q4,2021,420032901001,4
EMS,E0,Q4,2021,420032901002,15
EMS,E0,Q4,2021,420032901003,12
EMS,E0,Q4,2021,420032902001,5
EMS,E0,Q4,2021,420032902002,15
EMS,E0,Q4,2021,420032902003,5
EMS,E0,Q4,2021,420032902004,11
EMS,E0,Q4,2021,420032902005,9
EMS,E0,Q4,2021,420032904001,8
EMS,E0,Q4,2021,420032904002,19
EMS,E0,Q4,2021,420032904003,7
EMS,E0,Q4,2021,420032904004,9
EMS,E0,Q4,2021,420032904005,10
EMS,E0,Q4,2021,420033001001,8
EMS,E0,Q4,2021,420033001002,8
EMS,E0,Q4,2021,420033001003,8
EMS,E0,Q4,2021,420033001004,7
EMS,E0,Q4,2021,420033001005,6
EMS,E0,Q4,2021,420033001006,6
EMS,E0,Q4,2021,420033102001,3
EMS,E0,Q4,2021,420033102002,4
EMS,E0,Q4,2021,420033102003,5
EMS,E0,Q4,2021,420033102004,5
EMS,E0,Q4,2021,420033102005,5
EMS,E0,Q4,2021,420033103001,5
EMS,E0,Q4,2021,420033204001,14
EMS,E0,Q4,2021,420033204002,3
EMS,E0,Q4,2021,420033204003,7
EMS,E0,Q4,2021,420033206001,16
EMS,E0,Q4,2021,420033206002,8
EMS,E0,Q4,2021,420033207001,5
EMS,E0,Q4,2021,420033207002,9
EMS,E0,Q4,2021,420034281002,1
EMS,E0,Q4,2021,420034810001,2
EMS,E0,Q4,2021,420034810003,3
EMS,E0,Q4,2021,420035616001,10
EMS,E0,Q4,2021,420035616002,9
EMS,E0,Q4,2021,420035616003,3
EMS,E0,Q4,2021,420035616004,5
EMS,E0,Q4,2021,420035617001,1
EMS,E0,Q4,2021,420035617002,3
EMS,E0,Q4,2021,420035619001,11
EMS,E0,Q4,2021,420035619002,24
EMS,E0,Q4,2021,420035620001,6
EMS,E0,Q4,2021,420035620002,8
EMS,E0,Q4,2021,420035620003,7
EMS,E0,Q4,2021,420035623001,15
EMS,E0,Q4,2021,420035623002,11
EMS,E0,Q4,2021,420035623003,3
EMS,E0,Q4,2021,420035623004,4
EMS,E0,Q4,2021,420035623005,4
EMS,E0,Q4,2021,420035623006,4
EMS,E0,Q4,2021,420035624001,9
EMS,E0,Q4,2021,420035624002,8
EMS,E0,Q4,2021,420035624004,6
EMS,E0,Q4,2021,420035624005,3
EMS,E0,Q4,2021,420035625001,8
EMS,E0,Q4,2021,420035625002,10
EMS,E0,Q4,2021,420035625003,5
EMS,E0,Q4,2021,420035625004,9
EMS,E0,Q4,2021,420035626001,9
EMS,E0,Q4,2021,420035626002,11
EMS,E0,Q4,2021,420035626003,9
EMS,E0,Q4,2021,420035626004,3
EMS,E0,Q4,2021,420035627001,2
EMS,E0,Q4,2021,420035627002,39
EMS,E0,Q4,2021,420035628001,1
EMS,E0,Q4,2021,420035628002,6
EMS,E0,Q4,2021,420035629001,13
EMS,E0,Q4,2021,420035629002,3
EMS,E0,Q4,2021,420035629003,3
EMS,E0,Q4,2021,420035630001,9
EMS,E0,Q4,2021,420035630002,3
EMS,E0,Q4,2021,420035630003,1
EMS,E0,Q4,2021,420035630004,3
EMS,E0,Q4,2021,420035631001,5
EMS,E0,Q4,2021,420035631002,19
EMS,E0,Q4,2021,420035632001,36
EMS,E0,Q4,2021,420035632002,43
EMS,E0,Q4,2021,420035632003,11
EMS,E0,Q4,2021,420039800001,9
EMS,E0,Q4,2021,420039801001,7
EMS,E0,Q4,2021,420039803001,2
EMS,E0,Q4,2021,420039805001,7
EMS,E0,Q4,2021,420039806001,32
EMS,E0,Q4,2021,420039807001,12
EMS,E0,Q4,2021,420039808001,1
EMS,E0,Q4,2021,420039809001,5
EMS,E0,Q4,2021,420039810001,1
EMS,E0,Q4,2021,420039812001,25
EMS,E0,Q4,2021,420039818001,3
EMS,E0,Q4,2021,420039822001,35
EMS,E0,Q4,2022,420030103001,41
EMS,E0,Q4,2022,420030103002,20
EMS,E0,Q4,2022,420030103003,26
EMS,E0,Q4,2022,420030103004,10
EMS,E0,Q4,2022,420030201001,99
EMS,E0,Q4,2022,420030201002,57
EMS,E0,Q4,2022,420030201003,85
EMS,E0,Q4,2022,420030201004,9
EMS,E0,Q4,2022,420030201005,42
EMS,E0,Q4,2022,420030201006,68
EMS,E0,Q4,2022,420030203001,27
EMS,E0,Q4,2022,420030305001,34
EMS,E0,Q4,2022,420030305002,30
EMS,E0,Q4,2022,420030402001,6
EMS,E0,Q4,2022,420030402002,11
EMS,E0,Q4,2022,420030404001,2
EMS,E0,Q4,2022,420030404002,4
EMS,E0,Q4,2022,420030405001,22
EMS,E0,Q4,2022,420030405002,23
EMS,E0,Q4,2022,420030406001,10
EMS,E0,Q4,2022,420030409001,12
EMS,E0,Q4,2022,420030409002,4
EMS,E0,Q4,2022,420030409003,1
EMS,E0,Q4,2022,420030501001,4
EMS,E0,Q4,2022,420030501002,18
EMS,E0,Q4,2022,420030501003,29
EMS,E0,Q4,2022,420030506001,11
EMS,E0,Q4,2022,420030506002,7
EMS,E0,Q4,2022,420030506003,13
EMS,E0,Q4,2022,420030509001,32
EMS,E0,Q4,2022,420030510001,14
EMS,E0,Q4,2022,420030510002,16
EMS,E0,Q4,2022,420030511001,14
EMS,E0,Q4,2022,420030603001,1
EMS,E0,Q4,2022,420030603002,14
EMS,E0,Q4,2022,420030605001,10
EMS,E0,Q4,2022,420030605002,1
EMS,E0,Q4,2022,420030703001,3
EMS,E0,Q4,2022,420030703002,19
EMS,E0,Q4,2022,420030703003,3
EMS,E0,Q4,2022,420030705001,4
EMS,E0,Q4,2022,420030705002,1
EMS,E0,Q4,2022,420030705003,9
EMS,E0,Q4,2022,420030706001,2
EMS,E0,Q4,2022,420030708001,11
EMS,E0,Q4,2022,420030708002,11
EMS,E0,Q4,2022,420030709001,30
EMS,E0,Q4,2022,420030709002,5
EMS,E0,Q4,2022,420030709003,6
EMS,E0,Q4,2022,420030709004,3
EMS,E0,Q4,2022,420030802001,10
EMS,E0,Q4,2022,420030802002,4
EMS,E0,Q4,2022,420030804001,15
EMS,E0,Q4,2022,420030804002,6
EMS,E0,Q4,2022,420030806001,5
EMS,E0,Q4,2022,420030806002,7
EMS,E0,Q4,2022,420030807002,7
EMS,E0,Q4,2022,420030809001,3
EMS,E0,Q4,2022,420030809002,8
EMS,E0,Q4,2022,420030901001,13
EMS,E0,Q4,2022,420030901002,2
EMS,E0,Q4,2022,420030902001,4
EMS,E0,Q4,2022,420030902002,3
EMS,E0,Q4,2022,420030902003,14
EMS,E0,Q4,2022,420030903001,15
EMS,E0,Q4,2022,420031005001,6
EMS,E0,Q4,2022,420031005002,8
EMS,E0,Q4,2022,420031011001,4
EMS,E0,Q4,2022,420031011002,6
EMS,E0,Q4,2022,420031011003,7
EMS,E0,Q4,2022,420031014001,6
EMS,E0,Q4,2022,420031014002,2
EMS,E0,Q4,2022,420031014003,5
EMS,E0,Q4,2022,420031014004,5
EMS,E0,Q4,2022,420031016001,12
EMS,E0,Q4,2022,420031017001,7
EMS,E0,Q4,2022,420031017002,7
EMS,E0,Q4,2022,420031018001,4
EMS,E0,Q4,2022,420031018002,2
EMS,E0,Q4,2022,420031102001,7
EMS,E0,Q4,2022,420031102002,3
EMS,E0,Q4,2022,420031102003,2
EMS,E0,Q4,2022,420031102004,7
EMS,E0,Q4,2022,420031106001,5
EMS,E0,Q4,2022,420031106002,2
EMS,E0,Q4,2022,420031106003,3
EMS,E0,Q4,2022,420031113001,5
EMS,E0,Q4,2022,420031113002,14
EMS,E0,Q4,2022,420031113003,5
EMS,E0,Q4,2022,420031113004,6
EMS,E0,Q4,2022,420031114001,7
EMS,E0,Q4,2022,420031114002,7
EMS,E0,Q4,2022,420031115001,7
EMS,E0,Q4,2022,420031115002,12
EMS,E0,Q4,2022,420031115003,37
EMS,E0,Q4,2022,420031115004,26
EMS,E0,Q4,2022,420031203001,15
EMS,E0,Q4,2022,420031203002,5
EMS,E0,Q4,2022,420031204001,3
EMS,E0,Q4,2022,420031204002,3
EMS,E0,Q4,2022,420031207001,10
EMS,E0,Q4,2022,420031207002,4
EMS,E0,Q4,2022,420031208001,6
EMS,E0,Q4,2022,420031208002,30
EMS,E0,Q4,2022,420031301001,7
EMS,E0,Q4,2022,420031301002,8
EMS,E0,Q4,2022,420031301003,7
EMS,E0,Q4,2022,420031302001,7
EMS,E0,Q4,2022,420031302002,11
EMS,E0,Q4,2022,420031303001,11
EMS,E0,Q4,2022,420031303002,12
EMS,E0,Q4,2022,420031303003,17
EMS,E0,Q4,2022,420031304001,9
EMS,E0,Q4,2022,420031304002,6
EMS,E0,Q4,2022,420031304003,1
EMS,E0,Q4,2022,420031306001,6
EMS,E0,Q4,2022,420031306002,6
EMS,E0,Q4,2022,420031306003,28
EMS,E0,Q4,2022,420031401001,3
EMS,E0,Q4,2022,420031401002,3
EMS,E0,Q4,2022,420031401003,7
EMS,E0,Q4,2022,420031401004,11
EMS,E0,Q4,2022,420031402001,2
EMS,E0,Q4,2022,420031402002,1
EMS,E0,Q4,2022,420031403002,1
EMS,E0,Q4,2022,420031403003,7
EMS,E0,Q4,2022,420031403004,6
EMS,E0,Q4,2022,420031404001,3
EMS,E0,Q4,2022,420031404003,3
EMS,E0,Q4,2022,420031405001,14
EMS,E0,Q4,2022,420031405002,2
EMS,E0,Q4,2022,420031405003,1
EMS,E0,Q4,2022,420031406001,4
EMS,E0,Q4,2022,420031406002,6
EMS,E0,Q4,2022,420031406003,8
EMS,E0,Q4,2022,420031408001,9
EMS,E0,Q4,2022,420031408002,8
EMS,E0,Q4,2022,420031408003,5
EMS,E0,Q4,2022,420031410001,4
EMS,E0,Q4,2022,420031411001,7
EMS,E0,Q4,2022,420031413001,10
EMS,E0,Q4,2022,420031413002,4
EMS,E0,Q4,2022,420031413003,36
EMS,E0,Q4,2022,420031414002,5
EMS,E0,Q4,2022,420031414003,2
EMS,E0,Q4,2022,420031414004,15
EMS,E0,Q4,2022,420031414005,13
EMS,E0,Q4,2022,420031516001,2
EMS,E0,Q4,2022,420031516002,8
EMS,E0,Q4,2022,420031516003,2
EMS,E0,Q4,2022,420031517001,14
EMS,E0,Q4,2022,420031517002,6
EMS,E0,Q4,2022,420031517003,2
EMS,E0,Q4,2022,420031517005,5
EMS,E0,Q4,2022,420031517006,3
EMS,E0,Q4,2022,420031608002,5
EMS,E0,Q4,2022,420031608004,9
EMS,E0,Q4,2022,420031609001,14
EMS,E0,Q4,2022,420031609002,25
EMS,E0,Q4,2022,420031702001,31
EMS,E0,Q4,2022,420031702002,14
EMS,E0,Q4,2022,420031702003,20
EMS,E0,Q4,2022,420031702004,12
EMS,E0,Q4,2022,420031706001,1
EMS,E0,Q4,2022,420031706002,6
EMS,E0,Q4,2022,420031706003,3
EMS,E0,Q4,2022,420031803001,18
EMS,E0,Q4,2022,420031803002,12
EMS,E0,Q4,2022,420031803003,10
EMS,E0,Q4,2022,420031807001,2
EMS,E0,Q4,2022,420031807002,4
EMS,E0,Q4,2022,420031807003,7
EMS,E0,Q4,2022,420031903001,8
EMS,E0,Q4,2022,420031903002,5
EMS,E0,Q4,2022,420031911001,4
EMS,E0,Q4,2022,420031911002,9
EMS,E0,Q4,2022,420031914001,16
EMS,E0,Q4,2022,420031914002,9
EMS,E0,Q4,2022,420031915001,8
EMS,E0,Q4,2022,420031915002,16
EMS,E0,Q4,2022,420031916001,8
EMS,E0,Q4,2022,420031916002,3
EMS,E0,Q4,2022,420031916003,8
EMS,E0,Q4,2022,420031916004,6
EMS,E0,Q4,2022,420031916005,5
EMS,E0,Q4,2022,420031917001,17
EMS,E0,Q4,2022,420031917002,4
EMS,E0,Q4,2022,420031917003,10
EMS,E0,Q4,2022,420031918001,9
EMS,E0,Q4,2022,420031918002,6
EMS,E0,Q4,2022,420031918003,5
EMS,E0,Q4,2022,420031918004,5
EMS,E0,Q4,2022,420031918005,7
EMS,E0,Q4,2022,420031918006,4
EMS,E0,Q4,2022,420031918007,7
EMS,E0,Q4,2022,420031919001,5
EMS,E0,Q4,2022,420031919002,4
EMS,E0,Q4,2022,420031919003,1
EMS,E0,Q4,2022,420031920001,4
EMS,E0,Q4,2022,420031920002,8
EMS,E0,Q4,2022,420031920003,11
EMS,E0,Q4,2022,420031920004,5
EMS,E0,Q4,2022,420031920005,12
EMS,E0,Q4,2022,420032022001,11
EMS,E0,Q4,2022,420032022002,4
EMS,E0,Q4,2022,420032022003,5
EMS,E0,Q4,2022,420032023001,5
EMS,E0,Q4,2022,420032023002,4
EMS,E0,Q4,2022,420032023003,12
EMS,E0,Q4,2022,420032023004,3
EMS,E0,Q4,2022,420032107001,31
EMS,E0,Q4,2022,420032107002,5
EMS,E0,Q4,2022,420032206001,10
EMS,E0,Q4,2022,420032206002,25
EMS,E0,Q4,2022,420032406001,4
EMS,E0,Q4,2022,420032406002,16
EMS,E0,Q4,2022,420032412001,4
EMS,E0,Q4,2022,420032412002,4
EMS,E0,Q4,2022,420032503001,5
EMS,E0,Q4,2022,420032507001,18
EMS,E0,Q4,2022,420032509001,8
EMS,E0,Q4,2022,420032509002,2
EMS,E0,Q4,2022,420032602001,8
EMS,E0,Q4,2022,420032602002,7
EMS,E0,Q4,2022,420032602003,2
EMS,E0,Q4,2022,420032607001,3
EMS,E0,Q4,2022,420032607002,3
EMS,E0,Q4,2022,420032609001,30
EMS,E0,Q4,2022,420032612001,2
EMS,E0,Q4,2022,420032614001,4
EMS,E0,Q4,2022,420032614002,6
EMS,E0,Q4,2022,420032614003,5
EMS,E0,Q4,2022,420032614004,13
EMS,E0,Q4,2022,420032615001,10
EMS,E0,Q4,2022,420032615002,14
EMS,E0,Q4,2022,420032620001,12
EMS,E0,Q4,2022,420032620002,15
EMS,E0,Q4,2022,420032620003,5
EMS,E0,Q4,2022,420032701001,12
EMS,E0,Q4,2022,420032701002,15
EMS,E0,Q4,2022,420032703001,17
EMS,E0,Q4,2022,420032703002,14
EMS,E0,Q4,2022,420032704001,7
EMS,E0,Q4,2022,420032708001,5
EMS,E0,Q4,2022,420032708002,13
EMS,E0,Q4,2022,420032708003,3
EMS,E0,Q4,2022,420032715001,14
EMS,E0,Q4,2022,420032715002,18
EMS,E0,Q4,2022,420032715003,15
EMS,E0,Q4,2022,420032814001,6
EMS,E0,Q4,2022,420032814002,16
EMS,E0,Q4,2022,420032815001,2
EMS,E0,Q4,2022,420032815002,8
EMS,E0,Q4,2022,420032901001,8
EMS,E0,Q4,2022,420032901002,9
EMS,E0,Q4,2022,420032901003,10
EMS,E0,Q4,2022,420032902001,4
EMS,E0,Q4,2022,420032902002,20
EMS,E0,Q4,2022,420032902003,7
EMS,E0,Q4,2022,420032902004,6
EMS,E0,Q4,2022,420032902005,17
EMS,E0,Q4,2022,420032904001,9
EMS,E0,Q4,2022,420032904002,21
EMS,E0,Q4,2022,420032904003,10
EMS,E0,Q4,2022,420032904004,9
EMS,E0,Q4,2022,420032904005,12
EMS,E0,Q4,2022,420033001001,3
EMS,E0,Q4,2022,420033001002,8
EMS,E0,Q4,2022,420033001003,8
EMS,E0,Q4,2022,420033001004,10
EMS,E0,Q4,2022,420033001005,5
EMS,E0,Q4,2022,420033001006,8
EMS,E0,Q4,2022,420033102001,4
EMS,E0,Q4,2022,420033102002,5
EMS,E0,Q4,2022,420033102003,5
EMS,E0,Q4,2022,420033102004,14
EMS,E0,Q4,2022,420033102005,6
EMS,E0,Q4,2022,420033103001,1
EMS,E0,Q4,2022,420033204001,6
EMS,E0,Q4,2022,420033204002,4
EMS,E0,Q4,2022,420033204003,4
EMS,E0,Q4,2022,420033206001,7
EMS,E0,Q4,2022,420033206002,9
EMS,E0,Q4,2022,420033207001,10
EMS,E0,Q4,2022,420033207002,5
EMS,E0,Q4,2022,420034643004,1
EMS,E0,Q4,2022,420034810001,1
EMS,E0,Q4,2022,420034810003,1
EMS,E0,Q4,2022,420035616001,8
EMS,E0,Q4,2022,420035616002,9
EMS,E0,Q4,2022,420035616003,4
EMS,E0,Q4,2022,420035616004,9
EMS,E0,Q4,2022,420035617001,4
EMS,E0,Q4,2022,420035617002,1
EMS,E0,Q4,2022,420035619001,7
EMS,E0,Q4,2022,420035619002,17
EMS,E0,Q4,2022,420035620001,7
EMS,E0,Q4,2022,420035620002,8
EMS,E0,Q4,2022,420035620003,10
EMS,E0,Q4,2022,420035623001,9
EMS,E0,Q4,2022,420035623002,18
EMS,E0,Q4,2022,420035623003,5
EMS,E0,Q4,2022,420035623004,4
EMS,E0,Q4,2022,420035623005,2
EMS,E0,Q4,2022,420035623006,6
EMS,E0,Q4,2022,420035624001,12
EMS,E0,Q4,2022,420035624002,4
EMS,E0,Q4,2022,420035624003,5
EMS,E0,Q4,2022,420035624004,7
EMS,E0,Q4,2022,420035624005,9
EMS,E0,Q4,2022,420035625001,10
EMS,E0,Q4,2022,420035625002,5
EMS,E0,Q4,2022,420035625003,12
EMS,E0,Q4,2022,420035625004,12
EMS,E0,Q4,2022,420035626001,10
EMS,E0,Q4,2022,420035626002,8
EMS,E0,Q4,2022,420035626003,11
EMS,E0,Q4,2022,420035626004,7
EMS,E0,Q4,2022,420035627001,7
EMS,E0,Q4,2022,420035627002,35
EMS,E0,Q4,2022,420035628001,5
EMS,E0,Q4,2022,420035628002,5
EMS,E0,Q4,2022,420035629001,9
EMS,E0,Q4,2022,420035629002,2
EMS,E0,Q4,2022,420035629003,4
EMS,E0,Q4,2022,420035630001,4
EMS,E0,Q4,2022,420035630002,4
EMS,E0,Q4,2022,420035630003,6
EMS,E0,Q4,2022,420035630004,9
EMS,E0,Q4,2022,420035631001,6
EMS,E0,Q4,2022,420035631002,16
EMS,E0,Q4,2022,420035631003,2
EMS,E0,Q4,2022,420035632001,31
EMS,E0,Q4,2022,420035632002,74
EMS,E0,Q4,2022,420035632003,16
EMS,E0,Q4,2022,420039800001,9
EMS,E0,Q4,2022,420039801001,3
EMS,E0,Q4,2022,420039805001,6
EMS,E0,Q4,2022,420039806001,37
EMS,E0,Q4,2022,420039807001,13
EMS,E0,Q4,2022,420039808001,3
EMS,E0,Q4,2022,420039809001,4
EMS,E0,Q4,2022,420039810001,1
