station_id,geoid,geoid_2020,lat,lon,call_count
1,420031302001,420031302001,40.4578021091724,-79.8910898515412,1694
2,420032507001,420035652003,40.4599490612354,-80.0218664821257,2463
3,420032904005,420032904003,40.3823981835111,-79.9803215106737,1657
